ticker,marketcap,token_address,graduated_time
hawk,1702334.258422553,F6d9XS9gEGEczTbhvR3cxeZQuSzivMT8QL56YH2Vpump,2024-12-19 03:43:19.000 UTC
EzMoney,1701266.8795557076,2UNGWcARidbuUQUvzZhAFvdr3NRQTg7hqDKchgCipump,2024-12-23 22:36:40.000 UTC
VERSE,1695624.1674594025,8GTedZyGrkLoiALJUHbrTj4PaUzvaFxwYKqged4hpump,2024-12-22 20:30:51.000 UTC
NORA,1689175.232299587,9YRpREVMT8ktoTwT6vgBpBF4hA7jyM9fDkb4kCgSpump,2024-12-26 16:59:31.000 UTC
Auto,1683195.0497722798,4J3gRBPDtfhWkwNSrfkeLR8zLkyAPn5z9FPuiQo7pump,2024-12-26 22:53:32.000 UTC
OCT,1671150.5022093777,8ziyy3aHz71ryNRPvmNDZ64uibGZ35pD8EaF8A48pump,2024-12-22 08:23:18.000 UTC
LOCUS,1670480.209254567,FqHCSKosBgkGee81xaqAvtbsawYhXavuxG48S5uspump,2024-12-27 16:34:43.000 UTC
OHNOMC,1659780.904012232,DrQpQXxFds1uUmXLknrMtjzaYcHmNHo6miaPi8aCpump,2024-12-18 20:19:51.000 UTC
soul,1641652.002986587,FGut4d2aRyeHEZKgxHqvJWK6mCyQDDkx6MA1Ubudpump,2024-12-20 01:03:19.000 UTC
V0L,1638058.724620085,2YqUdqG1Ua4uMzuz8C5diHLiLQ1jYQMutR6TF5ripump,2024-12-27 20:03:47.000 UTC
Crippled,1634186.8997319338,CZaqsdNr1D3vjZggUeenxJK2aCABVEcD2ChHtNEWpump,2024-12-21 23:54:27.000 UTC
SONICORE,1633072.1200673347,2ThdfzG3WhXjBDAzRnz6qSrVe5neX44BGVHYVrZWpump,2024-12-20 07:48:12.000 UTC
RIGEL,1622712.697212002,A8RRYWz1gjpRkjZtMCCo2W6asB4u3jAD6d5RzxKxpump,2024-12-27 16:52:51.000 UTC
REALGOAT,1617852.1326685348,8MrprsP2VQTk8w16VkZEefW2s4MGqkXH4rro87u3pump,2024-12-22 21:07:03.000 UTC
Opus,1614916.3661176912,GUownN3dqjqaUJGCj4XDE1BC7ett47RZA2TxzuCQpump,2024-12-24 20:27:26.000 UTC
ZIRAN,1614518.4110863255,DPjm8Lup5pdEA88pn4CZxsQbqRThVJUoxznXS1ZRpump,2024-12-20 23:52:43.000 UTC
MOCHA,1611608.8186239337,BGSrqK9YZMCTRwd8Fw9DX3v3GP91RbXLX856YixPpump,2024-12-20 04:46:14.000 UTC
CATAI,1606683.998447113,12cihjfgS3P8Y5oKMSo3jJ7nEk2n7z5cZ5ih42UUpump,2024-12-18 17:27:15.000 UTC
MOONCOW,1599227.5496714544,CE7SSDFnN1R21pyNK9vRBYpkLFPsHyHWManPoY9upump,2024-12-27 02:26:50.000 UTC
JUT,1598713.0953011487,45XkL8g6vRgeUugerM4c9vutiyE3M17Gqi2xMocdpump,2024-12-27 00:45:52.000 UTC
R3DN053,1595978.732465426,6avzFkQZPMcVSxSfsyxq74u1Wvz4EbMrpfqBGszopump,2024-12-24 13:18:25.000 UTC
#8529,1594640.284822873,AtFgKuGyyhpMhEq2qwd5X86HJjnvGYHgHPA7YqaBpump,2024-12-26 17:54:40.000 UTC
SQOL,1585308.3363392358,82oZKHqTEMHhGY1Q6nGEK9g2YPaBWRhoXE561629pump,2024-12-26 12:17:15.000 UTC
USD,1584718.938074133,bF2bieBQEBvgQpUVzJUtfC2QJ6rAyJKmzxhwjwypump,2024-12-19 07:02:58.000 UTC
AIT,1582319.1430811351,Cdq9UeZApLYzBqVSt3fWFpUto9tmiMcpi5Pz21eRpump,2024-12-21 01:01:14.000 UTC
PERKY,1575376.0434151876,EWf9QjsG41sJMs7yPw5vQHmaAYFD9wJ8AtgsNWAfpump,2024-12-27 21:28:55.000 UTC
ITMT,1561318.3836463888,AATECgWF4KjALbpgUXjabqFKHmdtjWdfdFNzCH3ipump,2024-12-19 02:42:52.000 UTC
CHARLY,1550563.1747647703,BS4yctHHWtPMCwh6ENUHBbLmj6ki9JRHqAq2VUtXpump,2024-12-26 15:11:22.000 UTC
DOGE,1548339.7763497294,2qUgyCjGmU3EgSPiYNj2cUhWKfp1ussNPUn469RVpump,2024-12-22 01:59:06.000 UTC
DnDMM,1545758.8858476465,CC4HvUG6U3FDgRgGZUUsaGjEbiVNR26DdPjdHcicpump,2024-12-18 20:51:57.000 UTC
KREA,1541927.237550102,CEH1csZRJNeDW7G9oHdqiGnvMbvo82Y1kvyey9WEpump,2024-12-26 22:16:49.000 UTC
failcoin,1538167.9491773949,5GGeWDKsMujAt3mBFtQtetT7coNEihdRuGRjFu7npump,2024-12-21 02:18:14.000 UTC
mart,1536112.5317420252,97chgb7EwbGoMtDT2aWZ9MVsujGvxbgaGKZFMbg6pump,2024-12-21 18:34:30.000 UTC
FTUAH,1535128.4311219028,H2EP46G6qTrtcNxj6XJPgc8rjKFLAcPVie1fjcBxJYZH,2024-12-19 04:46:56.000 UTC
MintyBoy,1534239.2131797622,Boyv3HNfGr7aukqj6GQ75fQgWyQRc9KLmfgThHNCqjvZ,2024-12-27 22:14:01.000 UTC
VISIONARY,1531276.5531479851,9DpRgW7E8y4F99wwXkB2L2xZan8nuqxNq8G9UQospump,2024-12-26 23:53:31.000 UTC
UNGATEAI,1528558.205406031,FDheoaBGrZQE96qTP3rR43vd98HSCoPPwbUWs4SHpump,2024-12-24 02:44:20.000 UTC
POTUS,1528245.6933035357,FBCLntnVYkq1zzKW4fdPWZsqhSMQ4vfEhHxzSoG6pump,2024-12-20 17:06:48.000 UTC
ML,1519488.0860714335,MoBoH64LHgd5tCRLnnawhETX1NmMpEKLi8XZpdSpump,2024-12-23 23:10:58.000 UTC
CHILL BONK,1518567.3059976115,2HvHJGhxGbAySwrFSzhSYpPz1QiPcMrLM9bvJRt1pump,2024-12-18 16:35:43.000 UTC
ARI,1496827.4871851355,2R95mjf7wVAnHbAVyzXj1n3BCsZUV6zqDQ6TkiFgpump,2024-12-26 22:12:02.000 UTC
STORY,1490627.5979027378,82pL7UNxiPA69RTEFsZth4uDvqfCBeuVXNkWbFNQpump,2024-12-23 07:21:30.000 UTC
AgentsDot.,1484481.5284031213,Fofdbz4eEZzYWJpMY7XDRujyMHAdTnfULUhbTm5Gpump,2024-12-18 16:26:28.000 UTC
SENT,1468868.5237120152,2qFJC4aDHV8bmyf8GwqeVDDjaHsjeEfLhQL8HjVppump,2024-12-27 17:01:18.000 UTC
transmouse,1468029.9871839825,7ado7SxAn5nFKyeVwmvpEuU1GHxzKZxuS5Mvau8UAHSk,2024-12-22 17:55:56.000 UTC
NOA,1454039.1033744258,FbFVJLhjizmcHFgmfXxLbz6VXth6JofgSKT9g7NGpump,2024-12-26 06:44:29.000 UTC
L24AI,1449697.052497295,CMDKx3TGVJryRDQ2MnAkTRNSyguQLrKgiCPZ3Jc6r8r2,2024-12-23 02:36:36.000 UTC
SKINNIE,1441089.9429207137,CCrrZZ2DczJwxNtgc728ivuP3yo5UK7wkw16RJQvpump,2024-12-26 16:49:31.000 UTC
SQUID,1438154.4000533454,2TpC1K27zd3KKCvKv1zRzKaHiSKBdYRhBBnhJSJtpump,2024-12-27 15:08:07.000 UTC
liber,1425862.9225072574,DhuUMjDwKctHJst852NPEUjCdjgHejqU4Jfc3xympump,2024-12-22 19:16:18.000 UTC
SOCK,1415603.5083718998,F67DkkzAeoGPusBbAUYao8piMtAzC74utpKpaCmEpump,2024-12-24 06:23:30.000 UTC
O,1411850.297800582,VCwr7X488d3YrMXvBuSxghESPrgwESSKMwPwxBDpump,2024-12-25 01:20:42.000 UTC
Boomer,1410337.800916057,4eUVrv9Jj5x6YfisJgZHUKjvWCQvf4VkrFdyAkP5pump,2024-12-19 04:26:03.000 UTC
GENIE,1406296.0252987002,FNFZTAfY2JrBQRX6XyvRbvihTtXq521wsrEpQJy1pump,2024-12-21 14:51:21.000 UTC
AISM,1388456.8818523483,4NQMj4MydysRimFS8ho2KR5dSZa6bTAV7NX5Cj8zpump,2024-12-19 11:19:32.000 UTC
NEWHAIR,1386398.6085769362,QH9JZWo3CbbMtXcELJDFpERGwu19UwMVXFQe9HTpump,2024-12-19 16:42:24.000 UTC
KEY,1378328.5420112,ArCX4F9o9akvkzqJH9MMpeP4Fe7q75dJx55xo7rvpump,2024-12-27 01:14:41.000 UTC
BitNut,1372263.0435131183,7jiKrZH69qp8YkP4CuDNxbLPADym2tyyph2WUAz4pump,2024-12-23 14:00:57.000 UTC
Chad,1366837.764292225,9LFaSPPRZ8eTEgYzgwPhST35oe4JMshyvvWg5GPupump,2024-12-22 06:46:38.000 UTC
GenO,1365687.4153520318,9NPjYxLdm6rGvVffHjVxASJX246VUAJpuYY7wWK1pump,2024-12-21 01:26:35.000 UTC
DOGE Year,1358751.577543842,pVyAhq4cjKTkqM7ztrGqegunHMkaXNYoAzzMhxRpump,2024-12-22 06:03:50.000 UTC
Alina,1357388.7107254404,DbT3ba4QZGxAFR655G74pvCnJBvKDnQ3z3wi2UUopump,2024-12-23 03:45:21.000 UTC
FU,1337949.4228000909,CDDybYjY6y7RBKXXaCKHRhUhb31y3rjGB7idTdeFpump,2024-12-18 10:30:31.000 UTC
PASS,1333633.0929203902,Dbx3C8jM94tuVQq783SChKkgbLVBZ4r3mSkMGQfDpump,2024-12-24 16:05:50.000 UTC
Tulum,1333260.7215987109,DB2pqSWXLqb6rsbndT9dyBifFGEuudGfnWFZQb25pump,2024-12-26 23:40:32.000 UTC
MickeyAI,1333174.1713363754,Ew2VsZQAZaB85APrQvrf5qCodLuP7mG2eZxq3JSepump,2024-12-25 04:10:44.000 UTC
Biotica,1329565.7921404166,7QVQrwoonCTufXgfxEpCEXmpddhXC3MqQ5f5HmZupump,2024-12-27 19:41:13.000 UTC
DINO,1324886.550557772,Z3Qxvk11ZE4DZwRCnREQV7nmFqqDBuan8p3J3hzpump,2024-12-18 23:45:16.000 UTC
LUCRA,1320733.0667795748,EavQfddTs7d6MHyM7ZhKGvsDbuBQQnq3jWYUAVFJpump,2024-12-26 02:21:44.000 UTC
CANAI,1308889.714242536,FrMgax7Tibgn8v2ycgb8mgf6ubE1mm4JFDujtardpump,2024-12-26 06:25:54.000 UTC
Cipher,1305488.4429762242,7P4FDjSjNjsR7C9i1vJXurCxPwn3KZAbL1rNVHQPpump,2024-12-20 07:37:05.000 UTC
SAHM,1304906.418746385,3CRFBj9X7Z6ou5VSBv7ZrbgBjPqx3fCW6Rbisrgmpump,2024-12-18 20:10:24.000 UTC
Davis,1300089.0571371675,CU7s2rkdccbhvRjYfJBAB5aHBi9zvYpUK5j3XUrjpump,2024-12-26 17:35:55.000 UTC
KIMBA,1292581.562687849,F862wSMU13hhYAtntZNbsUZgUyNrtN3PqGwP36bZpump,2024-12-22 04:35:43.000 UTC
AZ,1290017.7574153084,DiNGZkPDC1fWf1xYhMsGBQ1nzPmP9pmAUotzLZvTpump,2024-12-18 01:22:48.000 UTC
MEV,1287853.9589783333,BHuE9ibKaDjUU7L1jTj3PpScmT8PNcpdGrV3fkNNpump,2024-12-26 19:31:28.000 UTC
COOK,1278800.5944632443,DgHpLTdGup7XALSBGHphArHLzaLHjECqf2EuVAZCpump,2024-12-27 15:41:56.000 UTC
EC,1278033.905500915,ueZN7vK2bocrYQZAQaGyTV7ZmiJW4g2LcVPvMBApump,2024-12-26 01:30:58.000 UTC
PEURA,1277134.0759952902,E6ka9D6SMjW4wnyRpAWHBNCvdrx8PmD98bQrUFcapump,2024-12-25 16:10:57.000 UTC
DOL,1269578.4914931662,B7ZiewQdab4Qq4AvLZwJjYbV4NPNsiAEieHxbtZqpump,2024-12-25 03:14:43.000 UTC
PMW,1269041.0550978188,5wbXVaTboCifoDLTHydWrMX4fgL8dqc7rji6CCMnpump,2024-12-20 04:44:56.000 UTC
Chillmas,1267916.350574478,G36mpCk6NiSqSXxviwc3FYtdvNLFkaniZ1pgsCZTpump,2024-12-25 04:56:20.000 UTC
Bum,1265550.2908086989,7yeZaTNdDg1JfDwvDwSvfMmRB4MGx5J7SVuVJiaepump,2024-12-27 00:53:52.000 UTC
STJUDE,1264986.3140463326,AiptTXxG6Tbm8SBDAag7AfUasjgAMakgNzyAuX5mpump,2024-12-26 05:05:00.000 UTC
Cheshire,1257080.9971985165,ASxf1PCtY9k2KK3SbPFDN6qHhrt1zUjrgt9eoic6pump,2024-12-26 22:02:05.000 UTC
WAIT,1255504.3864793305,2pPCh1cnXn77MeXWMgF9eXkUKKiHbgvg6HJJBsFmpump,2024-12-26 22:36:22.000 UTC
RASTOPYRY,1251901.7281085455,F2xaHKJ1BtKN8CsNbu2z4W2HmkSLvxsvPr2NZRyPpycq,2024-12-26 23:55:20.000 UTC
KREA,1246711.1170837297,8uhw58nGTQtXJsaye4mmfCAkVj5fzcX8tShTbLfvpump,2024-12-26 22:37:45.000 UTC
FORGE,1246265.966590394,DqneGe1h9FSV5BBSYYNAMqh6vZW9nwxga5xZbX1rpump,2024-12-26 19:26:53.000 UTC
NECRO,1236719.476669859,V5nbQcnwL5gJshmx6STmjoX18fLLoDaru1m2geGpump,2024-12-20 22:07:47.000 UTC
Misha,1235351.421794042,AkKqKXGNVHYNuCwL3qMPoa5TMCkT5pghs37XJEjLpump,2024-12-26 16:07:40.000 UTC
SEN,1231495.9371323355,zYmv5bCjYxJeQh8aDPcUp1Yq9BStqRSmNh3ZeDwpump,2024-12-27 12:55:22.000 UTC
SLINK,1225192.5776868125,BEXBGxj5iQnkL54EY7Wbn1Ep16izeaAinMCbzKVdpump,2024-12-18 17:57:26.000 UTC
RUDOLPH,1224312.7363273853,pFT3NAn9xHszgy5wv66Hpfo8Yfnn5u2ubfLKRyZpump,2024-12-23 20:32:24.000 UTC
QDONK,1217590.630584386,91kzTCH6xLxbTEcquvVwiKvzepHue1gCENH2E6mhpump,2024-12-27 02:43:29.000 UTC
ASSAI,1208823.8932560398,HSy7a652L4bQ4BcnNdijUgbsb5GPgWKKSb2WTW6tpump,2024-12-22 18:45:40.000 UTC
DALMATIAN,1206385.853982058,YLEqHQMM8k1xNebarUg5AMP9HLTDEhAgKoWVFMk7PPU,2024-12-26 08:03:23.000 UTC
LAKOHZ,1199979.038096974,83PNat7ejeziLJvY76Lj6EDKnh4vFK9NzLvU3xRdpump,2024-12-27 14:58:43.000 UTC
CHIPPY,1192023.3907923924,kW6APhttcGbdMYC5LD3nQ2H9NNxKBiMDswV73hopump,2024-12-23 16:50:05.000 UTC
DEEH,1187979.8458108895,D2Kn55s7QcgUZzE2YnQD8DdAnu8JaNsAwhRZvuxxpump,2024-12-26 23:36:41.000 UTC
HONK,1183494.8099373372,13ukyEb2rHXZsSMccEkC66qL5ZsG6jz3Fi1e1yvtpump,2024-12-22 23:02:53.000 UTC
asianandy,1180012.0068102265,8157Z2EvQLg6aAxMT9etMdpw9oepPXiT68mPxB9bpump,2024-12-21 00:16:23.000 UTC
NOA,1179083.198560628,BPsrk6t2Ni6ygPTG6AWRacA4RsQEueubzyR1cMVMpump,2024-12-26 07:01:37.000 UTC
squAId,1173510.8613433342,G3gCmKbSVRT7LUAjtgRnwBnLfgHQxdhwtoQTm7ejS8Vq,2024-12-27 05:40:41.000 UTC
UFT,1173275.1241122277,Fv8kRjFnfJSoEZM81jkG3SfUkjVbwHT3WEkgCXNNpump,2024-12-21 03:35:31.000 UTC
OXOAI,1166474.0912803663,8EYiXfNu2NMvYMxrVvUyX7BgoXmsp7ySRbmNVSSWpump,2024-12-24 04:48:01.000 UTC
Placer.ai,1165592.441443583,3L1bFSuv6kUsiQEx8k4vnBWdXgNe3KPRAU7bt6eCpump,2024-12-24 13:12:25.000 UTC
cou,1165457.6660663213,JBime1a8wXPdG6bQtHMtFarwu5vEEAGypWo5oDuepump,2024-12-22 04:02:28.000 UTC
Hoshino,1165320.211591792,8u53rsoZSe4CDBtv7e4wXAa1MyyLSWhn5fn6MLBCpump,2024-12-24 12:22:51.000 UTC
Biomes,1162610.9770696082,DTv4Q8Z3gFzrjGBKyGAQWpd4WawJbeGGuudLV4GXpump,2024-12-20 07:18:22.000 UTC
MK,1158987.25775265,BDetvRhsAQ2sbJMu9HcREZ6TJaGDzUe8MSuDvk8Lpump,2024-12-24 06:06:16.000 UTC
PFC,1158550.2050663242,HVboWgJB6XyKuC82D892QWYmhSfyBpAMCxepwTgpump,2024-12-18 04:22:09.000 UTC
Pinax,1158250.415981911,Brd6i4kA3ZPCWN1LRhYKdez5DfJobsxGYkrwUTWMpump,2024-12-21 15:54:27.000 UTC
Juris,1155338.768120115,4bTBVjjd2bujqJoPhCXcnZpFNEMrsevTqB6CwSDBpump,2024-12-20 19:03:19.000 UTC
Niggalink,1154809.7109617176,HR7Wuvbvz3FQ7Gk5WWKr19dfBcFryMBmZBRjcMqGpump,2024-12-24 15:41:23.000 UTC
LUNAR,1146920.6616631905,xkZRAnjGWP4LcUqzvP6uWr1fjz1UKg9ES7frfSPpump,2024-12-20 03:00:35.000 UTC
RUGRATS,1144273.5857641224,7mJ11V52ffkS9NzrF4gsUjQTzHFdFozxN2wgR9kMpump,2024-12-26 08:58:10.000 UTC
25,1142578.1691297246,4jLFa4RzstoeY8p7MmzRo18M7keeo8Xhfi1ZANFmpump,2024-12-25 14:29:51.000 UTC
NoahAI,1136522.3815007785,6YEhGNEJitUMARvy38BH2Z6gjtQTEMtnHq7NJcjbpump,2024-12-18 22:00:19.000 UTC
Max,1136513.8135130133,B9qnVMznN7HinxgjZELFZuYXgRjZQhbe2J4uR6u8pump,2024-12-24 19:31:40.000 UTC
PENGA,1124676.6751053056,5d1qPzxA5ypLCySX7HATjh6Jwjc74t279T4r4t3ipump,2024-12-18 06:23:28.000 UTC
DOGFART,1123629.841023899,Fy1UUA2Q7gztv7JcqzE5MJJnSt63ZXw1DUJErn72pump,2024-12-19 06:22:51.000 UTC
squAId,1123118.095230017,9W8Dhkof4Uycy5spWUZcTyP3Voo8nhLCPH7mwp9pump,2024-12-27 05:57:53.000 UTC
BTCT,1120598.584210482,HLi8YBkwGzMbBSq4dwsHoxjrPZxgyWpLpGB8s93Bpump,2024-12-20 02:52:28.000 UTC
NOWK,1119899.9997579916,6dRKnReACYSNzE1Mef7BPR4Y1wEKZgmGZbHy5BdSpump,2024-12-19 16:16:59.000 UTC
FLAPPY,1119458.8868936277,BceBNYA5piejo5th9B1aQedCP1PmcaP7bN36F4cvpump,2024-12-24 22:36:37.000 UTC
NeoBot,1118802.9895159958,4tZBVe357dRYtPm9sc7qqssyiHWMMAY1AgiQBNhEpump,2024-12-24 01:58:46.000 UTC
A.Milles,1108818.1051271397,3SmC1XiU4exzePDooUzihCJdoYhzk7ZEXVcDmYQApump,2024-12-26 21:47:39.000 UTC
jingle,1108163.853559651,8EndUGFKcBFaW4rM6tM5KW4TBLV8fEpdVTiyU5Qkpump,2024-12-24 04:11:21.000 UTC
Olivia,1107190.389218049,FVu9wB2gupQKoosmhYRPr2KeNBhtUvfPKopRnGHfpump,2024-12-23 00:44:16.000 UTC
zeta,1106079.6498242156,DDJ4xPbEUJWYq49MaVjVkFNmvXptEt8zxnT5w1uMAVvW,2024-12-20 06:58:03.000 UTC
Asuna,1103463.6252259158,E27FMdYvVsKznzavzhLsiyYc1EuFBjkd8fxfpA6zpump,2024-12-20 20:24:48.000 UTC
LEOAI,1099391.728336295,HYsDyrjh1wPAWW2MXgCQmC9vmmvPqWreYBZ2wRWLpump,2024-12-24 07:06:02.000 UTC
RON,1098604.786676362,DZLZ3mmeD7MPsXFU4N3CLLcvPWTo1dtzpXtarANCpump,2024-12-18 00:24:47.000 UTC
URD,1095310.9055697152,JmAWYQUoxZfRzrvrkfusgUin4LqwttLKfaA18qFpump,2024-12-19 17:53:07.000 UTC
FARTO,1089614.712645536,4GzCGj8yFwgASBGt9pL2BuyAad6qFTMzmWtk3GJNpump,2024-12-18 21:50:42.000 UTC
NOAI,1087929.0317224858,DSsRiwtCwB22NVZ2JEAYRSsUvcx1NbzBbvwXc6Q7pump,2024-12-20 21:02:45.000 UTC
H0L0,1082976.5941081052,9SUCZg1RMpyMMYzRP9Z3JSZFghXGoXerEzjKQvbSpump,2024-12-18 11:02:10.000 UTC
SANTABART,1081075.3170687633,AhYHViV2riRcb5j8Pf5bX3PGkFJYtg8QBXmrRXyvpump,2024-12-19 09:26:57.000 UTC
Squid,1079188.0854399372,4a5shD5zfUGRzrnkbQoAMEg7p49rU84bPARqbFDopump,2024-12-27 03:03:25.000 UTC
SQUIDGAME2,1078810.873805135,Hh3e9sgZ5TYzf1WKtBaR16HgH82gCcUj4cDr2sqshf77,2024-12-26 14:04:29.000 UTC
Rosa,1070334.8662469676,5mFRqBDFHLcrdzhodnakg7tpgtVhfYpBMBmCvwtQpump,2024-12-20 15:39:21.000 UTC
FartPay,1069765.4280303202,58nsz8BwKwJU1ZDQHTvo7K2GQ5AMmKd4U4Uusc7Apump,2024-12-26 22:24:19.000 UTC
SANDBLOC,1069321.0907914585,82dohgFz8GpTQzjsASfCqSkcXPsVieJiL65eJe4Vpump,2024-12-18 19:38:49.000 UTC
WFG,1055961.3141758402,62yCQYYcxPE1qs6iTrpmVG32NaPgNtTsw2mPpa29pump,2024-12-20 23:44:07.000 UTC
Tecton AI,1052255.5528793978,5ySaJbKK7YFjXWWeQKt6yxoRLS27Zz3eLJGzCDNzpump,2024-12-24 00:28:49.000 UTC
swarms,1050457.821727579,8ZoXAEtEqdNWiby8sEcozLLKdbTyC2maqMaiqSwQpump,2024-12-20 06:44:23.000 UTC
ABACUS,1049711.425160007,Eoj23aK27Q47chLXYjWRHrE3DMZ9ybDxBXxThSAdpump,2024-12-27 01:14:04.000 UTC
KOLAI,1049538.0051459193,yHTmmKUrmnQ9UegC4n38R52cH6GYBcQWGAH8u1upump,2024-12-20 22:49:52.000 UTC
MERSTER,1046602.2314373164,FNFWruo2ipezgz8Qy2garyA3zfRivhmFr5U8Szbgpump,2024-12-19 20:34:21.000 UTC
Prodex,1043478.938628615,8P9W3VcGKd8WVfqPrcWvcioPZtiC9bxKnBVfPpTrpump,2024-12-26 16:41:52.000 UTC
SOLAR,1043178.1726955292,FjXP81SicAYEFyqp7UQS1odfy88dvMSLTzmBUR9bpump,2024-12-19 10:11:55.000 UTC
NNAI,1039986.007258533,CAN2KrN2GEt8eU2JSuQw5wsfLL7KtzPM6Utav9MSpump,2024-12-22 16:30:22.000 UTC
LEOAI,1039200.7081524184,FBkNXWSys8Ho3QGFw1FExYv3i1BPkDBN5CQF1uGypump,2024-12-25 02:16:22.000 UTC
BIOTICA,1039185.357007268,X7hNG5JxVbnMkV75fmRvMTYNM8YqZwPTb8yeKU4pump,2024-12-27 22:00:39.000 UTC
UIA,1038755.8153145588,4y9LozS17PQKaLrnzMLqKh5WWHNk7G6A73YfJ1Eipump,2024-12-22 04:13:26.000 UTC
gemspump,1036502.9280634142,ETG9B8THbGSiuLj6VopThzJt97BxY5LYiQrLPr99pump,2024-12-21 20:38:57.000 UTC
JUMBO,1031650.0348920446,BH1BQ7TfBPpfCkgejBCRgMQvYTHmLNCQD1timzCwpump,2024-12-22 21:07:45.000 UTC
SLP,1022294.5410450508,GfunTQmVKKQPiSr93gvrLtecHswFVYhpnTR17R5Gpump,2024-12-24 14:36:39.000 UTC
BFD,1021898.918097093,GsqUGHTNxEqq9KuPDnzphWzMmkQJrbTfbQH7u1DEpump,2024-12-25 11:45:54.000 UTC
XYZ,1021049.9995000198,B7dcZ6sLZFivbGU7Cv6pPNXZJ2QSoCe9bRfhXjK6pump,2024-12-18 19:52:23.000 UTC
APACE,1019847.3248044928,GfFztaoBqGpPLnNtcFQr3qRGZoe11ZMUnoQfcjwQpump,2024-12-27 03:17:27.000 UTC
MSC,1018973.076741906,4N4iRskLuSLwdGkbvGh2fncZfPKKbXFX6bPEZux2pump,2024-12-21 09:17:23.000 UTC
ECOKINK,1018810.5420252166,6QKGxGxRCzniHQKtEDGCUrjudLhMb4FcGjUosaQWpump,2024-12-19 04:09:06.000 UTC
Philip,1012674.0285124996,DJyc4yggc5dnjd78zodpo54GxfYzfgGRtNWigVMPpump,2024-12-25 03:27:59.000 UTC
BUFD,1012139.5133105149,DHiaQfK1z9WFkbyKcVrC9zATtFSSWov6cctgcuJpump,2024-12-19 20:02:43.000 UTC
DIP,1012066.8956899204,5zMqvGMojy5HEg98EQTSzyHLNd34TKJQv5d8bscPpump,2024-12-26 23:00:51.000 UTC
MAGIC,1007671.1504837486,Dt5rqs88Ad9YdFi68Q14GJbQjyWuarTRa4ktMvAZpump,2024-12-27 09:52:50.000 UTC
citrine,1006775.7311809452,FLUZkWxVUPVtu1HCY1JfZvhyrYu9KTm7Lu9bvjcUpump,2024-12-26 13:33:58.000 UTC
tulips,997715.790848188,9nAixveqND5a7X6xiBxtabC7fekYj9bT9KkDGsVApump,2024-12-26 16:31:13.000 UTC
TARANTINO,996505.5471535458,ShMqx1D2x1jSJAQwkDKEoZaQ65rxAELBYeb9P2Dpump,2024-12-26 22:26:34.000 UTC
APT,992709.4031095348,3MAJUVW2Fcdxwt4GZX8MQcaQtJDy9hv4sq3hyAK6e1SW,2024-12-23 06:31:26.000 UTC
ROSA,991929.8408943288,CvV4Xgz7XmE21qYFZE6MUEHtb2XSzjxNKweXs4jGpump,2024-12-20 16:48:48.000 UTC
GLITCH,991042.7384579524,9Qf8NEQJGGqqrydnBXFjQArLtiR2X1dazgN7BskQpump,2024-12-20 20:50:18.000 UTC
JUJU,984311.2107545123,42jZpccnWXRp4gUKtgtNUitc7NxG6VP9s46q5xrSpump,2024-12-18 19:06:42.000 UTC
MOOMANAO,982524.8228434562,6Rbbd3KnuuAWH22nQk7x6TodoDTMX76YKKRg9hVZpump,2024-12-23 12:56:33.000 UTC
liquidated,978349.5642388972,GK28V49q64m2hNcKoPBDPFZ6EToNHr8DdJ287JPTpump,2024-12-23 06:12:18.000 UTC
Zerepooch,977554.4289666566,7GKhrrqoe41CidYCuw48bHnzFNcbG8yoLojeh9Xopump,2024-12-21 10:22:00.000 UTC
MAXI,977090.4245863066,DMVy3Pvyb1Tspwn45GBFjX4B5V1NMFfujJGXH6wcpump,2024-12-25 03:04:51.000 UTC
SHIT,976868.2075323256,7pADAkcs3XgSYks26ttBED8JKdLrRhihyFGnCBs2pump,2024-12-27 14:55:24.000 UTC
HELIOS,975541.6457854742,Hfz14UEHaY9uRKnNrMd15zgy6MgkkkrBzesmKX2rpump,2024-12-24 17:16:15.000 UTC
JGMG,975205.6930462614,FbUJkFDkj66VuyUWVCzn7bzFwtppyXWmcYFBEDHYpump,2024-12-26 07:56:28.000 UTC
youngdev,972902.518552544,7tTMQNtJ8X1RFPy9CBeggVWvJk6DHk6HNvecr5Ndpump,2024-12-18 07:34:21.000 UTC
BOXABL,972416.3670418252,CWuezwiRDHRqi4aPNJtGEsnWbr4CeqktmsgeVTZapump,2024-12-19 04:34:46.000 UTC
SPED,971792.8109992256,4tWF1huSLgmoR6RhLgb23gsuFPhASj69kxPvNgbApump,2024-12-27 01:06:47.000 UTC
DAVIS,965398.231388905,xtxATbXzgY7kmsZ1A2k5yDaWUuZsJGCA1s3tKPmpump,2024-12-26 17:30:47.000 UTC
TRENCHMAS,965281.8710622578,HTksNNQYZURaSENXEvZhJjKZsuKnKowCtvEiRZsRpump,2024-12-25 06:26:17.000 UTC
GENIUS,964671.4289991788,Df6CNkecQ5LWfVM7eh2qGk8jVBjSD5FHb3bNizB4pump,2024-12-23 15:15:59.000 UTC
Amir,963791.182197226,248oRKZh6D7GGT6Ki25vr8FDLmfSD5Y32xpqQiQDpump,2024-12-19 12:42:06.000 UTC
Graph AI,962846.6519086412,7QkRo6fJmtRwmLyr1nwnXWcbzA5fQwAs95AxsrxRpump,2024-12-18 16:20:15.000 UTC
